SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,13-00210184,2/23/2013,Front,,Open,,Vacant,FALSE,TRUE,5604,S,MOZART,ST,60629,1158331.121,1867360.066,16,8,63,41.7917761,-87.69496672,"(41.791776096330885, -87.69496671638487)"
Vacant/Abandoned Building,13-00179972,2/15/2013,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,1146,W,69TH,ST,60621,1169772.95,1859041.528,17,7,68,41.76870823,-87.6532528,"(41.768708229988924, -87.65325279827691)"
Vacant/Abandoned Building,13-00180007,2/15/2013,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,1148,W,69TH,ST,60621,1169763.15,1859041.228,17,7,68,41.76870762,-87.65328873,"(41.76870761938527, -87.6532887288709)"
Vacant/Abandoned Building,13-00430193,4/15/2013,Front,,Open,,Vacant,FALSE,TRUE,1820,N,KEELER,AVE,60639,1148100.626,1911784.763,30,25,20,41.91388546,-87.73133852,"(41.91388545750981, -87.73133851721057)"
Vacant/Abandoned Building,13-00394240,4/8/2013,Rear,,Open,REAR,Vacant,FALSE,TRUE,6442,S,LOOMIS,BLVD,60636,1168102.329,1862031.766,17,7,67,41.77694991,-87.65929056,"(41.776949906733805, -87.65929055963669)"
Vacant/Abandoned Building,13-00363436,4/1/2013,Rear,,Open,THE ENTRY POINT IS IN THE REAR OF THE BUILDING.,Vacant,FALSE,FALSE,2026,W,68TH,PL,60636,1164033.566,1859229.9,17,7,67,41.76934775,-87.67428528,"(41.769347754053356, -87.67428528334857)"
Vacant/Abandoned Building,13-00354159,3/29/2013,Rear,,Open,BACK DOOR IS OPEN,Vacant,FALSE,FALSE,6828,S,OAKLEY,AVE,60636,1162243.669,1859330.85,17,8,66,41.76966222,-87.68084344,"(41.76966222445013, -87.68084344258808)"
Vacant/Abandoned Building,13-00278929,3/12/2013,Front,,Open,1FL WINDOWS AND FRONT DOOR,Vacant,FALSE,FALSE,7021,S,DAMEN,AVE,60636,1164240.093,1858007.65,17,7,67,41.76598939,-87.67356262,"(41.76598938749117, -87.67356261506589)"
Vacant/Abandoned Building,13-00168361,2/13/2013,Front,,Open,FRONT,Vacant,FALSE,TRUE,6831,S,ABERDEEN,ST,60621,1170160.697,1859507.915,17,7,68,41.76997963,-87.65181796,"(41.769979630441625, -87.65181796421473)"
Vacant/Abandoned Building,13-00180016,2/15/2013,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,1152,W,69TH,ST,60621,1169743.45,1859040.628,17,7,68,41.7687064,-87.65336096,"(41.76870640031366, -87.6533609566073)"
Vacant/Abandoned Building,13-00393751,4/8/2013,Front,,Open,,Vacant,FALSE,FALSE,5253,S,BISHOP,ST,60609,1167557.933,1869906.333,16,9,61,41.79857036,-87.66106058,"(41.79857036399753, -87.66106057703193)"
Vacant/Abandoned Building,13-00371172,4/3/2013,Front,,Boarded,,Vacant,FALSE,FALSE,5934,S,WASHTENAW,AVE,60629,1159391.194,1865197.778,16,8,66,41.78582082,-87.69113882,"(41.78582081674564, -87.69113881888147)"
Vacant/Abandoned Building,13-00346078,3/27/2013,Front,,Open,WHOLE BUILDING,Vacant,FALSE,TRUE,4655,W,MONROE,ST,60644,1145340.051,1899158.122,28,11,25,41.87928927,-87.7418003,"(41.87928927203066, -87.74180030214694)"
Vacant/Abandoned Building,13-00272611,3/11/2013,Rear,,Open,REAR OF BUILDING,Vacant,FALSE,FALSE,1217,W,GUNNISON,ST,60640,1167232.342,1932460.37,48,20,3,41.97023029,-87.66045588,"(41.97023029134886, -87.66045588267127)"
Vacant/Abandoned Building,13-00464905,4/22/2013,Front,,Boarded,,Vacant,FALSE,TRUE,1528,S,LAWNDALE,AVE,60623,1151956.436,1892270.23,24,10,29,41.86026042,-87.71768722,"(41.86026041862521, -87.7176872243952)"
Vacant/Abandoned Building,13-00451915,4/18/2013,Front,,Boarded,FRONT AND REAR,Vacant,FALSE,TRUE,5439,S,BISHOP,ST,60609,1167591.2,1868674.157,16,9,61,41.79518841,-87.66097392,"(41.79518841498319, -87.66097392236507)"
Vacant/Abandoned Building,13-00448848,4/18/2013,Front,,Boarded,,Vacant,FALSE,TRUE,231,N,FRANCISCO,AVE,60612,1157019.841,1901333.698,2,12,27,41.88503035,-87.69885475,"(41.88503035217552, -87.69885475197394)"
Vacant/Abandoned Building,13-00433743,4/16/2013,Rear,,Open,"BACK DOORS OPEN, AND BASEMENT DOORS OPEN",Vacant,FALSE,TRUE,5955,S,PRAIRIE,AVE,60637,1179058.645,1865585.572,20,2,40,41.78645923,-87.61901701,"(41.786459226891644, -87.61901700872242)"
Vacant/Abandoned Building,13-00330425,3/25/2013,Front,,Boarded,THIS UNIT HAS A WATER LEAK AND UNIT OWNER WILL NOT OPEN UP SO THAT BLDG CAN SHUT OFF WATER .. UNIT IS IN FORCLOSURE (CHASE BANK IS OWNER OF UNIT ),Vacant,FALSE,FALSE,2144,W,MADISON,ST,60612,1162117.903,1899998.853,2,12,28,41.88126246,-87.68017114,"(41.881262462851424, -87.68017113808845)"
Vacant/Abandoned Building,13-00257377,3/7/2013,Rear,,Open,,Vacant,FALSE,TRUE,6415,S,ELLIS,AVE,60637,1184159.368,1862648.969,20,3,42,41.77828312,-87.60040712,"(41.778283123489224, -87.60040712132877)"
Vacant/Abandoned Building,13-00193708,2/19/2013,Front,,Open,,Vacant,FALSE,FALSE,6417,S,ELLIS,AVE,60637,1184159.768,1862636.469,20,3,42,41.77824881,-87.60040605,"(41.77824881301316, -87.6004060455002)"
Vacant/Abandoned Building,13-00077045,1/20/2013,Front,,Open,"REAR DOOR IS OFF JUST LAYING, PORCH IS DOWN, BRICKS ARE DETERIORATING,",Vacant,FALSE,FALSE,5935,S,INDIANA,AVE,60637,1178614.304,1865705.379,20,2,40,41.78679811,-87.62064254,"(41.78679810924711, -87.62064253991943)"
Vacant/Abandoned Building,13-00465827,4/22/2013,Rear,,Open,BACK IS OPEN,Vacant,FALSE,TRUE,3543,S,ARTESIAN,AVE,60632,1160598.09,1881111.64,12,9,59,41.82946563,-87.68627444,"(41.82946562660822, -87.68627444189408)"
Vacant/Abandoned Building,13-00465837,4/22/2013,Rear,,Open,WINDOWS AND BACK DOOR OPEN,Vacant,TRUE,TRUE,2633,W,35TH,ST,60632,1159377.03,1881360.003,12,9,58,41.83017232,-87.69074768,"(41.83017231514612, -87.69074768383732)"
Vacant/Abandoned Building,13-00466113,4/22/2013,Front,,Open,REAR,Vacant,FALSE,TRUE,2520,W,38TH,ST,60632,1160093.91,1879386.838,12,9,58,41.82474298,-87.6881718,"(41.82474297501419, -87.688171795222)"
Vacant/Abandoned Building,13-00458506,4/19/2013,Front,,Boarded,ENTIRE BULDING IS MISSING ROOF AND HUGE CRACKS ARE FORMING ALL AROUND READY TO CRUMBLE THE BUILDING,Vacant,FALSE,FALSE,5829,S,WESTERN,AVE,60636,1161368.465,1865941.941,16,8,63,41.78782214,-87.68386855,"(41.78782214316048, -87.68386854602167)"
Vacant/Abandoned Building,13-00459146,4/19/2013,Front,,Boarded,REAR,Vacant,FALSE,TRUE,5915,S,BISHOP,ST,60636,1167676.52,1865517.258,16,7,67,41.78652368,-87.66075162,"(41.78652367575091, -87.66075161844385)"
Vacant/Abandoned Building,13-00439714,4/17/2013,Front,,Open,,Vacant,FALSE,FALSE,2239,W,35TH,ST,60609,1161894.845,1881432.712,11,9,59,41.83031978,-87.68150773,"(41.83031978278058, -87.68150772724977)"
Vacant/Abandoned Building,13-00454834,4/19/2013,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,3235,W,DOUGLAS,BLVD,60623,1154903.52,1893105.714,24,10,29,41.86249458,-87.70684679,"(41.862494578991836, -87.70684679394857)"
Vacant/Abandoned Building,13-00435943,4/16/2013,Front,,Open,,Vacant,FALSE,TRUE,6201,S,LANGLEY,AVE,60637,1181961.063,1864047.02,20,3,42,41.78217064,-87.60842292,"(41.78217063815235, -87.60842291727742)"
Vacant/Abandoned Building,13-00436600,4/16/2013,Rear,,Open,GARGAGE,Vacant,FALSE,TRUE,1124,N,LEAMINGTON,AVE,60651,1141823.852,1907000.29,37,15,25,41.90087491,-87.75451712,"(41.900874905831955, -87.75451712457833)"
Vacant/Abandoned Building,13-00424127,4/13/2013,Front,,Open,,Vacant,FALSE,TRUE,5237,W,CHICAGO,AVE,60651,1141176.259,1904825.619,28,15,25,41.89491932,-87.75694948,"(41.894919316886536, -87.75694947835518)"
Vacant/Abandoned Building,13-00375346,4/3/2013,Front,,Open,VACANT,Vacant,FALSE,FALSE,4816,W,ERIE,ST,60644,1144077.125,1903877.673,28,15,25,41.89226407,-87.74631907,"(41.89226407407939, -87.74631906556257)"
Vacant/Abandoned Building,13-00288033,3/14/2013,Garage,,Open,GARAGE DOOR TOTALLY OFF AND BOARDED.. ALOT OF GARBAGE,Vacant,FALSE,FALSE,1042,N,LOCKWOOD,AVE,60651,1140833.709,1906434.852,37,15,25,41.89934155,-87.75816797,"(41.89934155093231, -87.75816796520523)"
Vacant/Abandoned Building,13-00301550,3/18/2013,Rear,,Boarded,,Vacant,FALSE,TRUE,7602,S,LAFAYETTE,AVE,60620,1177155.396,1854578.386,6,6,69,41.75629749,-87.62632701,"(41.75629749366691, -87.6263270134167)"
Vacant/Abandoned Building,13-00257332,3/7/2013,Garage,,Open,,Vacant,FALSE,TRUE,6936,S,VERNON,AVE,60637,1180446.28,1859126.053,6,3,69,41.76870192,-87.61412735,"(41.768701923605995, -87.61412734974947)"
Vacant/Abandoned Building,13-00126678,2/1/2013,Front,,Boarded,INSPECT FOR DEMOLITION,Vacant,FALSE,FALSE,6913,S,PERRY,AVE,60621,1176591.283,1859152.302,6,7,69,41.76886154,-87.62825696,"(41.76886154230957, -87.62825696301041)"
Vacant/Abandoned Building,13-00015492,1/4/2013,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,814,W,61ST,ST,60621,1171864.686,1864403.95,16,7,68,41.7833777,-87.64542832,"(41.78337770441856, -87.6454283155255)"
Vacant/Abandoned Building,13-00361036,4/1/2013,Front,,Open,,Vacant,TRUE,FALSE,10244,S,EWING,AVE,60617,1202154.865,1837645.71,10,4,52,41.70923275,-87.53528636,"(41.709232753325885, -87.53528636423466)"
Vacant/Abandoned Building,13-00127161,2/1/2013,Front,,Open,REAR AND GARAGE,Vacant,FALSE,TRUE,7146,S,INGLESIDE,AVE,60619,1183794.81,1857814.511,5,3,69,41.76502544,-87.60189432,"(41.76502543551235, -87.60189432248222)"
Vacant/Abandoned Building,13-00482605,4/24/2013,Front,,Open,,Vacant,FALSE,FALSE,8727,S,BURLEY,AVE,60617,1199184.71,1847719.753,10,4,46,41.73695177,-87.54582567,"(41.73695176825299, -87.54582567440114)"
Vacant/Abandoned Building,13-00014608,1/4/2013,Front,,Open,FRONT DOOR,Vacant,TRUE,TRUE,6207,S,RACINE,AVE,60636,1169383.788,1863626.601,16,7,68,41.78129867,-87.65454662,"(41.78129866910357, -87.6545466156931)"
Vacant/Abandoned Building,13-00517149,5/1/2013,Front,,Open,,Vacant,TRUE,FALSE,6216,S,ABERDEEN,ST,60621,1170047.938,1863582.725,16,7,68,41.78116386,-87.65211297,"(41.7811638551989, -87.6521129742918)"
Vacant/Abandoned Building,13-00481463,4/24/2013,Front,,Open,FRONT REAR AND WINDOWS,Vacant,FALSE,TRUE,367,N,KARLOV,AVE,60624,1148995,1902031.631,28,11,26,41.88710459,-87.72830542,"(41.88710458746512, -87.72830542154306)"
Vacant/Abandoned Building,13-00400875,4/9/2013,Front,,Open,,Vacant,TRUE,TRUE,1522,N,KEDZIE,AVE,60651,1154742.547,1910042.19,26,14,23,41.90897317,-87.70698392,"(41.90897316599876, -87.70698392046947)"
Vacant/Abandoned Building,13-00376342,4/3/2013,Front,,Open,,Vacant,FALSE,FALSE,1406,N,WASHTENAW,AVE,60622,1158151.362,1909242.978,26,14,24,41.90671107,-87.69448335,"(41.906711073968154, -87.69448334678275)"
Vacant/Abandoned Building,13-00477796,4/23/2013,Front,,Open,,Vacant,FALSE,TRUE,2048,E,73RD,ST,60649,1191226.73,1856970.646,5,3,43,41.76253315,-87.57468188,"(41.762533152322085, -87.57468187893969)"
Vacant/Abandoned Building,13-00456611,4/19/2013,Front,,Open,WINDOWS,Vacant,FALSE,TRUE,5631,S,SHIELDS,AVE,60621,1174932.297,1867496.44,3,7,68,41.79179593,-87.63408925,"(41.79179592520287, -87.63408925191894)"
Vacant/Abandoned Building,13-00432792,4/15/2013,Front,,Open,ALL DOORS AND WINDOWS,Vacant,FALSE,FALSE,738,W,54TH,PL,60609,1172305.33,1868728.234,3,9,61,41.79523433,-87.64368559,"(41.7952343296718, -87.64368559417785)"
Vacant/Abandoned Building,13-00551925,5/8/2013,Front,,Open,,Vacant,TRUE,FALSE,1709,N,KIMBALL,AVE,60647,1153436.998,1911186.912,26,14,23,41.91214045,-87.71174945,"(41.91214044695937, -87.71174944933578)"
Vacant/Abandoned Building,13-00551931,5/8/2013,Front,,Open,,Vacant,TRUE,FALSE,1711,N,KIMBALL,AVE,60647,1153436.298,1911208.312,26,14,23,41.91219918,-87.71175145,"(41.91219918437682, -87.71175145120083)"
Vacant/Abandoned Building,13-00458988,4/19/2013,Front,,Open,,Vacant,FALSE,TRUE,2039,W,68TH,PL,60636,1163946.166,1859227.6,17,7,67,41.76934328,-87.67460572,"(41.76934327986586, -87.67460571718615)"
Vacant/Abandoned Building,13-00255823,3/7/2013,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,2022,W,69TH,PL,60636,1164077.332,1858566.9,17,7,67,41.76752747,-87.67414348,"(41.76752747112204, -87.67414348126967)"
Vacant/Abandoned Building,13-00542929,5/7/2013,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,3700,S,MICHIGAN,AVE,60653,1177803.749,1880492.866,3,2,35,41.8273947,-87.62316643,"(41.82739469903762, -87.62316643409996)"
Vacant/Abandoned Building,13-00494672,4/26/2013,Front,,Open,ALL AROUND,Vacant,FALSE,FALSE,4721,S,LOOMIS,BLVD,60609,1167793.33,1873447.36,3,9,61,41.80828229,-87.66009561,"(41.80828228630471, -87.66009561412824)"
Vacant/Abandoned Building,13-00463517,4/21/2013,Front,,Open,REAR,Vacant,FALSE,FALSE,4716,S,ADA,ST,60609,1168122.43,1873489.287,3,9,61,41.80839026,-87.65888735,"(41.808390258140776, -87.65888734793893)"
Vacant/Abandoned Building,13-00463519,4/21/2013,Front,,Boarded,,Vacant,TRUE,TRUE,4719,S,LOOMIS,BLVD,60609,1167792.93,1873460.76,3,9,61,41.80831907,-87.6600967,"(41.808319065982786, -87.66009669623061)"
Vacant/Abandoned Building,13-00464798,4/22/2013,Front,,Open,,Vacant,FALSE,FALSE,654,N,HOMAN,AVE,60624,1153594.888,1904155.578,27,11,23,41.89284267,-87.71135669,"(41.892842671089184, -87.71135668931319)"
Vacant/Abandoned Building,13-00548078,5/8/2013,Front,,Open,,Vacant,FALSE,FALSE,2025,W,68TH,PL,60636,1164040.266,1859230.1,17,7,67,41.76934816,-87.67426072,"(41.7693481619961, -87.67426071853193)"
Vacant/Abandoned Building,13-00551366,5/8/2013,Front,,Open,ALL AROUND,Vacant,FALSE,TRUE,6517,S,ST LAWRENCE,AVE,60637,1181354.651,1861931.531,20,3,42,41.77637954,-87.61071134,"(41.77637954123542, -87.61071134026035)"
Vacant/Abandoned Building,13-00545118,5/7/2013,Front,,Open,FROTN,Vacant,TRUE,FALSE,7619,S,DANTE,AVE,60619,1187194.65,1854760.684,5,4,43,41.75656545,-87.58952987,"(41.756565447194696, -87.5895298654553)"
Vacant/Abandoned Building,13-00545373,5/7/2013,Rear,,Open,SIDE,Vacant,FALSE,TRUE,6069,S,LAFAYETTE,AVE,60621,1177024.12,1864634.992,20,3,40,41.78389688,-87.62650522,"(41.78389687945433, -87.6265052244653)"
Vacant/Abandoned Building,13-00541794,5/7/2013,Front,,Open,,Vacant,FALSE,FALSE,5635,S,SHIELDS,AVE,60621,1174932.897,1867476.34,3,7,68,41.79174076,-87.63408765,"(41.791740755333045, -87.63408765130363)"
Vacant/Abandoned Building,13-00534946,5/6/2013,Front,,Open,FRONT AND BACK DOORS     WIDE OPEN,Vacant,FALSE,TRUE,11852,S,MICHIGAN,AVE,60628,1178971.081,1826314.41,9,5,53,41.67869631,-87.62053052,"(41.67869630995392, -87.62053051581685)"
Vacant/Abandoned Building,13-00536931,5/6/2013,Front,,Open,THE ENTIRE BUILDING IS OPEN DUE TO A FIRE,Vacant,TRUE,FALSE,7601,S,DANTE,AVE,60619,1187191.35,1854881.084,5,4,43,41.75689591,-87.58953814,"(41.756895914316424, -87.58953814427358)"
Vacant/Abandoned Building,13-00537267,5/6/2013,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,5410,S,SHIELDS,AVE,60609,1174874.644,1869018.965,3,9,37,41.79597518,-87.63425526,"(41.79597517630223, -87.63425525744347)"
Vacant/Abandoned Building,13-00537957,5/6/2013,Front,,Open,REAR WINDOWS,Vacant,FALSE,TRUE,5734,S,UNION,AVE,60621,1172612.689,1866853.616,20,7,68,41.7900834,-87.64261374,"(41.79008340265094, -87.64261374182448)"
Vacant/Abandoned Building,13-00527995,5/3/2013,Rear,,Boarded,,Vacant,FALSE,FALSE,6643,S,VERNON,AVE,60637,1180389.136,1861063.281,20,3,42,41.77401919,-87.61427744,"(41.77401918592432, -87.61427744151011)"
Vacant/Abandoned Building,13-00529772,5/3/2013,Front,,Open,,Vacant,FALSE,FALSE,4901,W,IRVING PARK,RD,60641,1142950.79,1926143.633,45,16,15,41.95338523,-87.7498993,"(41.95338523070865, -87.74989930325505)"
Vacant/Abandoned Building,13-00531364,5/3/2013,Front,,Open,FRONT AND REAR IS OPEN,Vacant,FALSE,TRUE,11416,S,FOREST,AVE,60628,1180285.191,1829246.444,9,5,49,41.6867123,-87.615631,"(41.6867123021721, -87.61563099782181)"
Vacant/Abandoned Building,13-00531545,5/3/2013,Front,,Open,"FRONT,SIDE,AND REAR",Vacant,TRUE,FALSE,1535,E,75TH,ST,60619,1187866.003,1855564.997,5,4,43,41.7587566,-87.58704395,"(41.75875660059897, -87.58704395052756)"
Vacant/Abandoned Building,13-00510320,4/30/2013,Rear,,Boarded,,Vacant,FALSE,FALSE,2812,W,PETERSON,AVE,60659,1156458.913,1939743.185,50,24,2,41.99044005,-87.69987235,"(41.990440050159535, -87.69987235095893)"
Vacant/Abandoned Building,13-00516655,5/1/2013,Front,,Open,ALL OVER,Vacant,FALSE,TRUE,1453,E,73RD,ST,60619,1187245.85,1856882.356,5,3,43,41.76238629,-87.58927498,"(41.7623862939593, -87.58927497819583)"
Vacant/Abandoned Building,13-00518124,5/1/2013,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,3247,S,ABERDEEN,ST,60608,1169512.778,1883179.786,11,9,60,41.8349519,-87.65350666,"(41.83495190399913, -87.65350666180322)"
Vacant/Abandoned Building,13-00521160,5/2/2013,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,9313,S,LYON,AVE,60619,1182295.04,1843396.37,9,6,44,41.72549534,-87.60783692,"(41.72549533931886, -87.60783691925788)"
Vacant/Abandoned Building,13-00489694,4/25/2013,Front,,Open,ALL AROUND,Vacant,FALSE,TRUE,66,E,100TH,ST,60628,1178654.406,1838689.871,9,5,49,41.71266352,-87.6213152,"(41.712663516029885, -87.62131519863186)"
Vacant/Abandoned Building,13-00492129,4/26/2013,Rear,,Open,FRONT AND REAR DOORS AND BROKEN WINDOWS. AND OPEN GARAGE..,Vacant,FALSE,TRUE,52,E,101ST,PL,60628,1178569.862,1837690.66,9,5,49,41.70992346,-87.62165507,"(41.70992346379065, -87.62165506833925)"
Vacant/Abandoned Building,13-00499610,4/28/2013,Front,,Open,NOT BOARDED UP AT ALL,Vacant,FALSE,FALSE,3219,W,ARDMORE,AVE,60659,1153735.24,1938356.066,40,17,13,41.98668857,-87.70992779,"(41.98668856959402, -87.70992779152733)"
Vacant/Abandoned Building,13-00500068,4/28/2013,Front,,Open,FRONT DOOR MISSING,Vacant,FALSE,TRUE,443,E,62ND,ST,60637,1180369.906,1864003.904,20,3,42,41.78208899,-87.6142578,"(41.7820889859212, -87.61425779585112)"
Vacant/Abandoned Building,13-00475999,4/23/2013,Front,,Open,,Vacant,FALSE,TRUE,4742,N,AVERS,AVE,60625,1149863.02,1931420.94,39,17,14,41.9677346,-87.72435126,"(41.96773459955461, -87.72435125628127)"
Vacant/Abandoned Building,13-00480235,4/24/2013,Front,,Open,REAR,Vacant,FALSE,TRUE,507,W,45TH,ST,60609,1173663.411,1875086.017,11,9,61,41.81265072,-87.63851704,"(41.81265071914508, -87.63851704247794)"
Vacant/Abandoned Building,13-00405175,4/9/2013,Front,,Open,FRONT DOOR WIDE OPEN,Vacant,FALSE,FALSE,2017,W,68TH,PL,60636,1164093.966,1859231.5,17,7,67,41.76935087,-87.67406384,"(41.76935087441801, -87.67406383905421)"
Vacant/Abandoned Building,13-00375887,4/3/2013,Front,,Open,FRONT,Vacant,TRUE,FALSE,11123,S,EDBROOKE,AVE,60628,1179177.7,1831239.697,9,5,49,41.69220732,-87.61962486,"(41.692207321839305, -87.61962485979869)"
Vacant/Abandoned Building,13-00358943,3/31/2013,Front,,Open,OPEN AT THE WINDOW .. WAS RENTED AND NOW RENTERS HAVE VACATED AND NO OWNER HAS BEEN BY THE BLDG.,Vacant,FALSE,TRUE,6405,S,LOREL,AVE,60638,1141839.244,1861589.131,13,8,64,41.77625979,-87.75558255,"(41.77625978512481, -87.7555825518027)"
Vacant/Abandoned Building,13-00299707,3/18/2013,Front,,Open,FRONT,Vacant,FALSE,TRUE,20,E,113TH,PL,60628,1178381.275,1829719.779,9,5,49,41.68805452,-87.62258659,"(41.688054516700085, -87.62258658722166)"
Vacant/Abandoned Building,13-00164205,2/12/2013,Front,,Open,REAR DOOR,Vacant,FALSE,TRUE,9947,S,LAFAYETTE,AVE,60628,1177683.041,1839011,9,5,49,41.71356673,-87.62486294,"(41.713566725367194, -87.62486294173678)"
Vacant/Abandoned Building,13-00133225,2/4/2013,Front,,Open,REAR DOOR WIDE OPEN..,Vacant,FALSE,TRUE,11135,S,EDBROOKE,AVE,60628,1179180.2,1831159.497,9,5,49,41.69198718,-87.61961814,"(41.691987184760286, -87.61961813985035)"
Vacant/Abandoned Building,13-00076349,1/20/2013,Front,,Open,,Vacant,FALSE,TRUE,6722,N,ROCKWELL,ST,60645,1157770.803,1944517.252,50,24,2,42.00351355,-87.694916,"(42.003513547261015, -87.69491600051545)"
Vacant/Abandoned Building,13-00092249,1/24/2013,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,11335,S,EDBROOKE,AVE,60628,1179222.258,1829822.29,9,5,49,41.68831674,-87.61950473,"(41.68831673957924, -87.61950472857616)"
Vacant/Abandoned Building,13-00044841,1/11/2013,Front,,Open,BACK DOOR,Vacant,FALSE,TRUE,10046,S,LAFAYETTE,AVE,60628,1177697.211,1838354.646,9,5,49,41.71176528,-87.62483083,"(41.71176527840994, -87.62483082755068)"
Vacant/Abandoned Building,13-00055812,1/15/2013,Rear,,Open,BOTH OF THE BACK DOORS AND THE BASEMENT DOOR IS OFF,Vacant,FALSE,TRUE,11422,S,CALUMET,AVE,60628,1180619.511,1829203.334,9,5,49,41.68658635,-87.61440843,"(41.686586351423216, -87.61440843124633)"
Vacant/Abandoned Building,13-00030254,1/8/2013,Front,,Open,ALL ENTRIES OPEN,Vacant,FALSE,FALSE,11039,S,VERNON,AVE,60628,1181208.486,1831691.06,9,5,49,41.69339951,-87.61217607,"(41.69339950955143, -87.61217606722441)"
Vacant/Abandoned Building,13-00564762,5/10/2013,Rear,,Open,,Vacant,FALSE,TRUE,5809,S,CARPENTER,ST,60621,1170307.114,1866247.322,16,7,68,41.78847018,-87.65108527,"(41.78847018135482, -87.65108526697897)"
Vacant/Abandoned Building,13-00567633,5/12/2013,Front,,Open,,Vacant,FALSE,FALSE,6423,S,SEELEY,AVE,60636,1163799.561,1862047.196,15,7,67,41.77708371,-87.675064,"(41.77708371384711, -87.67506399743387)"
Vacant/Abandoned Building,13-00561639,5/10/2013,Front,,Open,WINDOWS AND DOORS ARE NOT SECURED AS PER CITY CODE,Vacant,FALSE,FALSE,5348,S,ALBANY,AVE,60632,1156622.727,1868915.472,14,9,63,41.79607899,-87.7011892,"(41.7960789887058, -87.70118919758302)"
Vacant/Abandoned Building,13-00561715,5/10/2013,Front,,Open,WINDOWS AND DOORS ARE NOT SECURED AS PER CITY CODE,Vacant,FALSE,FALSE,5257,S,RICHMOND,ST,60632,1157600.274,1869640.328,14,9,63,41.79804831,-87.69758478,"(41.79804830867246, -87.697584781358)"
Vacant/Abandoned Building,13-00551745,5/8/2013,Front,,Boarded,,Vacant,FALSE,FALSE,3536,W,12TH,PL,60623,1152993.152,1894061.741,24,10,29,41.86515607,-87.71383423,"(41.86515606552228, -87.7138342277802)"
Vacant/Abandoned Building,13-00552997,5/8/2013,Garage,,Open,VACANT HOUSE INFRONT BOARDED UP HERE OF THE GARAGE,Vacant,FALSE,FALSE,647,W,61ST,PL,60621,1173007.754,1864110.374,16,7,68,41.78254693,-87.64124612,"(41.78254692660228, -87.64124612074811)"
Vacant/Abandoned Building,13-00555380,5/9/2013,Rear,,Open,REAR DOOR AND WINDOWS,Vacant,FALSE,TRUE,6331,S,HOYNE,AVE,60636,1163451.037,1862641.119,15,7,67,41.77872083,-87.67632505,"(41.77872083091397, -87.67632504947923)"
Vacant/Abandoned Building,13-00544726,5/7/2013,Rear,,Boarded,OPEN SIDE,Vacant,FALSE,TRUE,5954,S,PEORIA,ST,60621,1171325.56,1865353.702,16,7,68,41.78599575,-87.64737715,"(41.785995749820245, -87.64737715132858)"
Vacant/Abandoned Building,13-00545135,5/7/2013,Front,,Open,FRONT,Vacant,TRUE,FALSE,1312,N,CLAREMONT,AVE,60622,1160496.915,1908676.823,1,14,24,41.90510924,-87.68588287,"(41.90510924221655, -87.68588286744351)"
Vacant/Abandoned Building,13-00530595,5/3/2013,Front,,Boarded,,Vacant,FALSE,FALSE,6257,S,THROOP,ST,60636,1168701.35,1863262.613,16,7,67,41.7803146,-87.65705908,"(41.780314598915666, -87.65705907933148)"
Vacant/Abandoned Building,13-00531087,5/3/2013,Front,,Open,"FRONT AND BACK, SOME WINDOWS",Vacant,FALSE,TRUE,3019,N,CHRISTIANA,AVE,60618,1153529.63,1919887.526,35,14,21,41.93601381,-87.71117723,"(41.93601380644867, -87.71117723325025)"
Vacant/Abandoned Building,13-00509097,4/30/2013,Front,,Open,ALL AROUND,Vacant,FALSE,FALSE,7711,W,BALMORAL,AVE,60656,1123930.606,1934935.815,41,16,10,41.97784601,-87.8196268,"(41.977846009392465, -87.81962679862241)"
Vacant/Abandoned Building,13-00512224,4/30/2013,Front,,Open,ALL AROUND,Vacant,TRUE,TRUE,6333,S,ELIZABETH,ST,60636,1169071.323,1862781.567,16,7,67,41.77898656,-87.6557166,"(41.77898655610945, -87.65571659600955)"
